feito_por,obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MARICELIA,,RO-00028/2012,https://www.arquivojudicial.com/processo/cA7JclcJq,RO,BURITIS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00028/2014,http://www.folharondoniense.com.br/politica/instituto-phoenix-divulga-nova-pesquisa-para-a-camara-federal/,RO,RONDÔNIA,1,DF,1.0,,,marinha raupp,0.0436,nilton capixaba,0.0362,agnaldo muniz,0.0337,edgar do boi,0.0296,lindomar garçon,0.0296,flavio lemos,0.0255,guilherme moreira,0.023,scheilla cassol,0.023,raquel donadon,0.0206,luiz claudio,0.0206,amorim,0.0206,fogaça do site o observador,0.0156,marcos rogerio,0.0156,fatima cleide,0.0148,roberto sobrinho,0.0123,expedito neto  ,0.0123,amir lando,0.0123,mariana carvalho,0.0115,anselmo de jesus,0.0107,lucio mosquni,0.0107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00028/2014,https://vilhena-hoje.blogspot.com/2014/09/expedito-registra-queda-em-nova.html,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.294,confucio moura,0.213,jagueline cassol,0.145,padre ton,0.113,pimenta,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00029/2012,https://www.arquivojudicial.com/processo/cwaBcscLu,RO,CAMPO NOVO DE RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00030/2012,https://www.arquivojudicial.com/processo/cw4y5jaJv,RO,JI-PARANÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00031/2012,https://www.arquivojudicial.com/processo/cw4JeteJr,RO,CANDEIAS DO JAMARI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00034/2012,https://www.centraljuridica.com/jurisprudencia/t/105/justa_causa_dano_moral.html,RO,VILHENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00037/2014,http://doczz.com.br/doc/76238/visualizar-abrir---trt-da-3%C2%AA-regi%C3%A3o,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00042/2014,https://rodrigocarelli.org/2017/02/15/artigo-o-abuso-de-direito-e-fraude-trabalhista-na-contratacao-de-advogados-como-socios-e-associados-em-escritorios-de-advocacia/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00047/2012,https://pt.scribd.com/document/213612673/Jurisprudencia-Dano-Moral-Justica-Trabalho,RO,GOVERNADOR JORGE TEIXEIRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00050/2012,https://pt.scribd.com/document/205644322/SENTENCA-CASO-WALMART,RO,GUAJARÁ-MIRIM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00052/2012,https://www.arquivojudicial.com/processo/cw4ydscDs,RO,NOVA MAMORÉ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00058/2012,https://www.ariquemesagora.com.br/noticia/2012/07/22/sai-a-primeira-pesquisa-oficial-em-ariquemes-disputa-polariza-entre-lorival-e-adelino.html,RO,PIMENTA BUENO,1,P,1.0,,,lorival amorim,0.367,adelino follador,0.203,saulo da daniela,0.043,vereador val,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00064/2012,https://jaruweb.wordpress.com/category/economia/page/10/,RO,TEIXEIRÓPOLIS,1,P,1.0,,,professora sonia,0.403,jean ,0.289,flavio correa,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00070/2016,https://www.folhadevilhena.com.br/2016/09/doutora-sheila-tem-ampla-vantagem-sobre-concorrentes-a-prefeito-em-chupinguaia/,RO,CHUPINGUAIA,1,P,1.0,,,dra. sheila,0.577,carlito alves,0.248,claudete castilhos,0.154,prof. Vera lima,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00072/2012,https://radialistaediziolimaedizio.blogspot.com/2012/08/blog-post.html,RO,CANDEIAS DO JAMARI,1,P,1.0,,,dinho,0.269,arquirrival chico pernambuco,0.189,professor raimundo,0.12,ana lucia,0.109,toninho do pt,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00072/2012,https://www.arquivojudicial.com/processo/cwaBcscLu,RO,CANDEIAS DO JAMARI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00072/2012,https://www.arquivojudicial.com/processo/cwax5heIu,RO,CANDEIAS DO JAMARI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00074/2012,http://esdocs.com/doc/584370/di%C3%A1rio-eletr%C3%B4nico-da-justi%C3%A7a-do-trabalho,RO,BURITIS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00075/2012,https://www.arquivojudicial.com/processo/cB7D8laJt,RO,PARECIS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00094/2012,https://www.centraljuridica.com/jurisprudencia/t/1391/atraso_na_quitacao_das_verbas_rescisorias.html,RO,NOVO HORIZONTE DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00096/2012,https://pt.scribd.com/document/213612673/Jurisprudencia-Dano-Moral-Justica-Trabalho,RO,PRIMAVERA DE RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00104/2012,https://www.arquivojudicial.com/processo/cw4w4l6Ev,RO,URUPÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00108/2012,https://www.centraljuridica.com/juris/5312/habeas_corpus_perda_superveniente_do_objeto_estando_pretensao_formulada_pelo.html,RO,MACHADINHO DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00110/2012,https://debatetrabalhista.blogspot.com/2013/04/,RO,PORTO VELHO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00131/2012,https://www.arquivojudicial.com/diario/cz2DdsfLow,RO,CEREJEIRAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00131/2012,https://www.hojerondonia.com/pesquisa-aponta-lideranca-de-pedrinho-em-cerejeiras/,RO,CEREJEIRAS,1,P,1.0,,,pedrinho,0.522,airton gomes,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00132/2012,https://www.arquivojudicial.com/processo/cwaBcscLu,RO,BURITIS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00134/2012,https://direitonetfb.blogspot.com/2013/05/dano-moral-no-direito-do-trabalho.html,RO,VALE DO ANARI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00135/2012,https://jaruweb.wordpress.com/category/jaru/,RO,JARU,1,P,1.0,,,professora sonia,0.379,flavio correa,0.323,jean carlos,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00135/2012,https://www.centraljuridica.com/jurisprudencia/t/1017/nulidade_da_sentenca_por_cerceamento_de_defesa.html,RO,JARU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00137/2012,http://www.sintese.com/noticia_integra_new.asp?id=235823,RO,ARIQUEMES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00150/2012,https://debatetrabalhista.blogspot.com/2013/04/,RO,COSTA MARQUES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00151/2012,https://joaquim13.blogspot.com/2012_10_02_archive.html,RO,PIMENTA BUENO,1,P,1.0,,,cleiton roque,0.466,jean,0.235,edimar,0.167,brasil,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00153/2012,https://pt.scribd.com/document/106951450/TRT23-PAGINA-DO-E-Frigorifo-JBS-Condenada-a-Pagar-Dano-Moral-Coletivo,RO,ESPIGÃO DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00159/2012,https://www.arquivojudicial.com/processo/cC3w8n6Du,RO,CHUPINGUAIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00161/2012,http://livrozilla.com/doc/640564/regime-de-12-horas-de-trablho-e-36-horas-de,RO,MIRANTE DA SERRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00186/2016,http://www.extraderondonia.com.br/editorias/politica/page/471/,RO,VILHENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00186/2016,https://www.extraderondonia.com.br/2016/08/13/veja-a-1a-pesquisa-registrada-para-prefeito-de-vilhena/,RO,VILHENA,1,P,1.0,,,rosani danadon,0.4673,eduardo da granja,0.122,julinho da radio,0.0813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00186/2016,https://www.folhadevilhena.com.br/2016/08/rosani-donadon-lidera-pesquisa-de-intencao-de-voto-para-eleicao-municipal/,RO,VILHENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00188/2012,https://www.arquivojudicial.com/processo/cw4z9kbCh,RO,PIMENTEIRAS DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00189/2012,http://doczz.com.br/doc/170174/visualizar-abrir---trt-da-3%C2%AA-regi%C3%A3o,RO,VILHENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00203/2012,https://www.arquivojudicial.com/diario/cz2xeteFrH,RO,BURITIS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00208/2012,https://pt.scribd.com/document/201449152/Diario-1232-23-24-5-2013-pdf,RO,CHUPINGUAIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00211/2012,https://www.arquivojudicial.com/processo/cA1J5k6Cr,RO,MACHADINHO DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00213/2012,https://pt.scribd.com/document/213612673/Jurisprudencia-Dano-Moral-Justica-Trabalho,RO,OURO PRETO DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00225/2012,https://www.arquivojudicial.com/processo/cB6A5n8Hp,RO,CUJUBIM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00356/2016,https://painelpolitico.com/pesquisa-aponta-empate-entre-nazif-e-leo-moraes/,RO,PORTO VELHO,1,P,1.0,,,dr. Mauro nazif,0.2067,williames pimentel,0.1907,leo moraes,0.1618,roberto sobrinho,0.1106,dr.hildon,0.0785,dr. Ribamar araujo,0.0689,pimenta de rondonia,0.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00356/2016,https://painelpolitico.com/pesquisa-aponta-empate-entre-nazif-e-leo-moraes/,RO,PORTO VELHO,1,V,1.0,,,marcelo reis,0.0336,marcelo cruz,0.0289,alan queiroz,0.0256,zequinha araujo,0.02,mauricio carvalho,0.016,elis do sindicato,0.0128,everaldo fogaca,0.0128,marcio miranda,0.0128,claudio da padaria,0.0112,edwilson negueiros,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00481/2016,https://painelpolitico.com/sem-mariana-segundo-turno-seria-entre-nazif-e-pimentel-aponta-pesquisa/,RO,PORTO VELHO,1,P,0.0,,,dr. Mauro nazif,0.0927,mariana carvalho,0.07,williames pimentel,0.0436,leo moraes,0.0273,ribamar araujo,0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00481/2016,https://painelpolitico.com/sem-mariana-segundo-turno-seria-entre-nazif-e-pimentel-aponta-pesquisa/,RO,PORTO VELHO,1,P,1.0,,,mariana carvalho,0.2782,dr. Mauro nazif,0.1509,williames pimentel,0.0727,leo moraes,0.0727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00481/2016,https://painelpolitico.com/sem-mariana-segundo-turno-seria-entre-nazif-e-pimentel-aponta-pesquisa/,RO,PORTO VELHO,1,P,1.0,,,dr. Mauro nazif,0.1955,williames pimentel,0.1091,dr. Ribamar araujo ,0.0918,leo moraes,0.0782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00481/2016,https://www.newsrondonia.com.br/noticias/com+a+desistencia+de+mariana+carvalho+nazif+e+pimentel+estariam+no+segundo+turno/77883,RO,PORTO VELHO,1,P,1.0,,,dr. Mauro nazif,0.1955,williames pimentel,0.1091,dr. Ribamar araujo ,0.0918,leo moraes,0.0782,pimenta de rondonia,0.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00481/2016,https://www.newsrondonia.com.br/noticias/com+a+desistencia+de+mariana+carvalho+nazif+e+pimentel+estariam+no+segundo+turno/77883,RO,PORTO VELHO,1,V,0.0,,,zequinha araujo,0.0327,claudio da padaria,0.0264,alan queiroz,0.0209,ana maria,0.0191,marcelo reis,0.0182,elis regina,0.0173,marcio miranda,0.0164,jair montes,0.0154,ingrid gurgel,0.0145,junior cavalcante,0.0118,marcelo cruz,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00505/2016,https://www.canalr1.com/instituto-de-pesquisa-phoenix-cita-crescimento-de-leo/,RO,PORTO VELHO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00658/2016,http://www.machadinhoonline.com.br/index.php/2016/05/08/eleicoes-2016-confira-pesquisa-para-prefeito-em-machadinho-do-oeste/,RO,MACHADINHO DO OESTE,1,P,1.0,,,leomar patricio,0.239,flavio do incra,0.154,ver. Valneria,0.101,gabriel t,0.085,leide,0.037,pr do mercado,0.037,marcio miranda,0.0164,jair montes,0.0154,ingrid gurgel,0.0145,junior cavalcante,0.0118,marcelo cruz,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00915/2016,https://www.folhadevilhena.com.br/2016/09/211265-2/,RO,CORUMBIARA,1,P,1.0,,,leandro,0.523,laercio,0.327,marcelo,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00915/2016,https://www.folhadevilhena.com.br/2016/09/211265-2/,RO,CORUMBIARA,1,P,1.0,,,leandro,0.4678,laercio,0.2924,marcelo,0.1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01404/2016,https://institutophoenix.blogspot.com/2016/04/candeias-do-jamari-ro-prefeito.html,RO,CANDEIAS DO JAMARI,1,P,1.0,,,orleans,0.22,paulo cadilack,0.191,valmir ramalho,0.081,chico pernambuco,0.081,prof. Raimundo,0.069,neilton bento,0.04,jr. Silva,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01523/2018,http://www.comando190.com.br/noticias-det.php?cod=7137,RO,RONDÔNIA,1,DE,1.0,,,adelino follador,0.0324,aelcio,0.0278,dr. Ferreri,0.0231,zequinha araujo,0.0204,luizinho goebel,0.0204,pr do mercado,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01523/2018,http://www.plantaopolicialro.com/2018/06/na-pesquisa-para-deputado-federal-saiba.html,RO,RONDÔNIA,1,DF,0.0,,,leo morais,0.063,expedito junior,0.0509,luiz claudio,0.0463,marcos rogerio,0.0435,jaqueline cassol,0.037,garçom,0.0343,melki danador,0.0324,mariana carvalho,0.0306,tiziu,0.0231,padovani da agricultura,0.0213,silvia cristina,0.0185,claudia moura,0.0139,lucio mosquini,0.013,cristiane lopes,0.012,rosaria helena,0.012,paco da agricultura,0.0111,lucas folador,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01523/2018,https://folhaderondonianews.com/news/2018/06/23/acir-domina-corrida-para-o-governo-revela-pesquisa-dados-brasil/,RO,RONDÔNIA,1,G,1.0,,,acir gurgaz,0.213,expedito junior,0.1676,maurao de carvalho,0.1345,comendador valclei queiroz,0.0324,marcos pereira,0.0231,professor raduan miguel,0.0139,ze da jodan,0.013,pimenta de rondania,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01523/2018,https://jhnoticias.com.br/politica/brasil-dados-divulga-mais-uma-parcial-sobre-a-corrida-sucessoria-para-deputado-estadual-em-rondonia/,RO,RONDÔNIA,1,DE,1.0,,,adelino follador,0.0324,aelcio,0.0278,dr. Ferreri,0.0231,zequinho goebel,0.0213,cleiton roque,0.0204,junior raposo,0.0185,marcelo cruz,0.0176,jesuino boadaid,0.0157,ezequiel junior,0.0157,alan queiroz,0.0139,ezequiel neiva,0.013,ari saraiva,0.013,adriano boiadeiro,0.012,carlinhos camurça,0.012,jair montes,0.012,herminio coelho,0.012,joel dahiamaha,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01523/2018,https://www.acontecero.com.br/2018/06/23/acir-gurgacz-domina-corrida-para-o-governo-de-rondonia-aponta-pesquisa/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01635/2018,http://rondoniaempauta.com.br/nl/rondonia-2/pesquisa-maurao-cresce-8-em-20-dias-e-assume-vice-lideranca-para-governador/,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.26,acir gurgacz,0.14,maurao de carvalho,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01635/2018,https://maisro.com.br/atualizadaexpedito-lidera-pesquisa-da-real-time-big-data-acir-e-o-segundo-e-maurao-terceiro/,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.26,acir gurgacz,0.14,maurao de carvalho,0.09,coronel marcos rocha,0.05,coronel charlon,0.04,pimenta de rondonia,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01635/2018,https://maisro.com.br/atualizadaexpedito-lidera-pesquisa-da-real-time-big-data-acir-e-o-segundo-e-maurao-terceiro/,RO,RONDÔNIA,1,G,0.0,,,expedito junior,0.11,acir gurgacz,0.06,maurao de carvalho,0.04,coronel marcos rocha,0.01,coronel charlon,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01635/2018,https://maisro.com.br/pesquisa-senado-confucio-raupp-e-fatima-na-frente/,RO,RONDÔNIA,1,S,1.0,,,confucio moura,0.34,valdir raupp,0.21,fatima cleide,0.19,marcos rogerio,0.14,carlos magno,0.12,jesualdo peres,0.09,pastor edesio fernandes,0.06,aluisio vidal,0.04,jaime bagattoli,0.04,basco da federal,0.03,fabricio jurado,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01635/2018,https://www.acontecero.com.br/2018/09/22/pesquisa-da-record-tv-comprova-crescimento-de-maurao-de-carvalho-na-disputa-ao-governo/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
